DomainCode;Domain;AreaCode;Country;Element Code;Element;ItemCode;Item;LivestockType;Year;Unit;Production_tonnes;Flag;Flag Description
QL;Livestock Primary;272;Serbia;5510;Production;867;Meat, cattle;Cattle;2015;tonnes;59435349;Fc;Calculated data
QL;Livestock Primary;272;Serbia;5510;Production;867;Meat, cattle;Cattle;2016;tonnes;59480468;Fc;Calculated data
QL;Livestock Primary;272;Serbia;5510;Production;867;Meat, cattle;Cattle;2017;tonnes;58408370;Fc;Calculated data
QL;Livestock Primary;199;Slovakia;5510;Production;867;Meat, cattle;Cattle;2014;tonnes;4446798;Fc;Calculated data
QL;Livestock Primary;199;Slovakia;5510;Production;867;Meat, cattle;Cattle;2015;tonnes;4842570;Fc;Calculated data
QL;Livestock Primary;199;Slovakia;5510;Production;867;Meat, cattle;Cattle;2016;tonnes;4905868;Fc;Calculated data
QL;Livestock Primary;199;Slovakia;5510;Production;867;Meat, cattle;Cattle;2017;tonnes;5050984;Fc;Calculated data
QL;Livestock Primary;198;Slovenia;5510;Production;867;Meat, cattle;Cattle;2014;tonnes;21665978;Fc;Calculated data
QL;Livestock Primary;198;Slovenia;5510;Production;867;Meat, cattle;Cattle;2015;tonnes;21748332;Fc;Calculated data
QL;Livestock Primary;198;Slovenia;5510;Production;867;Meat, cattle;Cattle;2016;tonnes;22098424;Fc;Calculated data
QL;Livestock Primary;198;Slovenia;5510;Production;867;Meat, cattle;Cattle;2017;tonnes;22188959;Im;FAO data based on imputation methodology
QL;Livestock Primary;230;Ukraine;5510;Production;867;Meat, cattle;Cattle;2014;tonnes;845457;Fc;Calculated data
QL;Livestock Primary;230;Ukraine;5510;Production;867;Meat, cattle;Cattle;2015;tonnes;925441;Fc;Calculated data
QL;Livestock Primary;230;Ukraine;5510;Production;867;Meat, cattle;Cattle;2016;tonnes;936288;Fc;Calculated data
QL;Livestock Primary;230;Ukraine;5510;Production;867;Meat, cattle;Cattle;2017;tonnes;940361;Fc;Calculated data
QL;Livestock Primary;11;Austria;5510;Production;1058;Meat, chicken;Chickens;2014;tonnes;197241;;Official data
QL;Livestock Primary;11;Austria;5510;Production;1058;Meat, chicken;Chickens;2015;tonnes;164641;;Official data
QL;Livestock Primary;11;Austria;5510;Production;1058;Meat, chicken;Chickens;2016;tonnes;165052;;Official data
QL;Livestock Primary;11;Austria;5510;Production;1058;Meat, chicken;Chickens;2017;tonnes;132878;;Official data
QL;Livestock Primary;80;Bosnia and Herzegovina;5510;Production;1058;Meat, chicken;Chickens;2014;tonnes;202780;;Official data
QL;Livestock Primary;80;Bosnia and Herzegovina;5510;Production;1058;Meat, chicken;Chickens;2015;tonnes;194111;;Official data
QL;Livestock Primary;80;Bosnia and Herzegovina;5510;Production;1058;Meat, chicken;Chickens;2016;tonnes;193716;;Official data
QL;Livestock Primary;80;Bosnia and Herzegovina;5510;Production;1058;Meat, chicken;Chickens;2017;tonnes;188217;;Official data
QL;Livestock Primary;27;Bulgaria;5510;Production;1058;Meat, chicken;Chickens;2014;tonnes;2648;;Official data
QL;Livestock Primary;27;Bulgaria;5510;Production;1058;Meat, chicken;Chickens;2015;tonnes;3501;;Official data
QL;Livestock Primary;27;Bulgaria;5510;Production;1058;Meat, chicken;Chickens;2016;tonnes;2976;;Official data
QL;Livestock Primary;27;Bulgaria;5510;Production;1058;Meat, chicken;Chickens;2017;tonnes;2679;;Official data
QL;Livestock Primary;98;Croatia;5510;Production;1058;Meat, chicken;Chickens;2014;tonnes;383500;;Official data
QL;Livestock Primary;98;Croatia;5510;Production;1058;Meat, chicken;Chickens;2015;tonnes;366300;;Official data
QL;Livestock Primary;98;Croatia;5510;Production;1058;Meat, chicken;Chickens;2016;tonnes;345800;;Official data
QL;Livestock Primary;98;Croatia;5510;Production;1058;Meat, chicken;Chickens;2017;tonnes;315200;;Official data
QL;Livestock Primary;167;Czechia;5510;Production;1058;Meat, chicken;Chickens;2014;tonnes;1943;Im;FAO data based on imputation methodology
QL;Livestock Primary;167;Czechia;5510;Production;1058;Meat, chicken;Chickens;2015;tonnes;1401;Im;FAO data based on imputation methodology
QL;Livestock Primary;167;Czechia;5510;Production;1058;Meat, chicken;Chickens;2016;tonnes;1386;Im;FAO data based on imputation methodology
QL;Livestock Primary;167;Czechia;5510;Production;1058;Meat, chicken;Chickens;2017;tonnes;1373;Im;FAO data based on imputation methodology
QL;Livestock Primary;79;Germany;5510;Production;1058;Meat, chicken;Chickens;2014;tonnes;14409;;Official data
QL;Livestock Primary;79;Germany;5510;Production;1058;Meat, chicken;Chickens;2015;tonnes;14942;;Official data
QL;Livestock Primary;79;Germany;5510;Production;1058;Meat, chicken;Chickens;2016;tonnes;13946;;Official data
QL;Livestock Primary;79;Germany;5510;Production;1058;Meat, chicken;Chickens;2017;tonnes;13671;;Official data
QL;Livestock Primary;97;Hungary;5510;Production;1058;Meat, chicken;Chickens;2014;tonnes;1450;;Official data
QL;Livestock Primary;97;Hungary;5510;Production;1058;Meat, chicken;Chickens;2015;tonnes;1444;;Official data
QL;Livestock Primary;97;Hungary;5510;Production;1058;Meat, chicken;Chickens;2016;tonnes;1438;;Official data
QL;Livestock Primary;97;Hungary;5510;Production;1058;Meat, chicken;Chickens;2017;tonnes;1440;;Official data
QL;Livestock Primary;173;Poland;5510;Production;1058;Meat, chicken;Chickens;2014;tonnes;3302;;Official data
QL;Livestock Primary;173;Poland;5510;Production;1058;Meat, chicken;Chickens;2015;tonnes;3303;;Official data
QL;Livestock Primary;173;Poland;5510;Production;1058;Meat, chicken;Chickens;2016;tonnes;3326;;Official data
QL;Livestock Primary;173;Poland;5510;Production;1058;Meat, chicken;Chickens;2017;tonnes;3345;F;FAO estimate
QL;Livestock Primary;146;Republic of Moldova;5510;Production;1058;Meat, chicken;Chickens;2014;tonnes;1447;Im;FAO data based on imputation methodology
QL;Livestock Primary;146;Republic of Moldova;5510;Production;1058;Meat, chicken;Chickens;2015;tonnes;2356;Im;FAO data based on imputation methodology
QL;Livestock Primary;146;Republic of Moldova;5510;Production;1058;Meat, chicken;Chickens;2016;tonnes;2148;Im;FAO data based on imputation methodology
QL;Livestock Primary;146;Republic of Moldova;5510;Production;1058;Meat, chicken;Chickens;2017;tonnes;2244;;Official data
QL;Livestock Primary;183;Romania;5510;Production;1058;Meat, chicken;Chickens;2014;tonnes;1354;;Official data
QL;Livestock Primary;183;Romania;5510;Production;1058;Meat, chicken;Chickens;2015;tonnes;1351;;Official data
QL;Livestock Primary;183;Romania;5510;Production;1058;Meat, chicken;Chickens;2016;tonnes;1472;;Official data
QL;Livestock Primary;183;Romania;5510;Production;1058;Meat, chicken;Chickens;2017;tonnes;1457;;Official data
QL;Livestock Primary;272;Serbia;5510;Production;1058;Meat, chicken;Chickens;2014;tonnes;2276;;Official data
QL;Livestock Primary;272;Serbia;5510;Production;1058;Meat, chicken;Chickens;2015;tonnes;2295;;Official data
QL;Livestock Primary;272;Serbia;5510;Production;1058;Meat, chicken;Chickens;2016;tonnes;2348;;Official data
QL;Livestock Primary;272;Serbia;5510;Production;1058;Meat, chicken;Chickens;2017;tonnes;2238;;Official data
QL;Livestock Primary;199;Slovakia;5510;Production;1058;Meat, chicken;Chickens;2014;tonnes;2939;;Official data
QL;Livestock Primary;199;Slovakia;5510;Production;1058;Meat, chicken;Chickens;2015;tonnes;2953;;Official data
QL;Livestock Primary;199;Slovakia;5510;Production;1058;Meat, chicken;Chickens;2016;tonnes;2975;;Official data
QL;Livestock Primary;199;Slovakia;5510;Production;1058;Meat, chicken;Chickens;2017;tonnes;2934;;Official data
QL;Livestock Primary;198;Slovenia;5510;Production;1058;Meat, chicken;Chickens;2014;tonnes;3168;;Official data
QL;Livestock Primary;198;Slovenia;5510;Production;1058;Meat, chicken;Chickens;2015;tonnes;3161;;Official data
QL;Livestock Primary;198;Slovenia;5510;Production;1058;Meat, chicken;Chickens;2016;tonnes;3174;;Official data
QL;Livestock Primary;198;Slovenia;5510;Production;1058;Meat, chicken;Chickens;2017;tonnes;3203;;Official data
QL;Livestock Primary;230;Ukraine;5510;Production;1058;Meat, chicken;Chickens;2014;tonnes;2494;Fc;Calculated data
QL;Livestock Primary;230;Ukraine;5510;Production;1058;Meat, chicken;Chickens;2015;tonnes;2532;Fc;Calculated data
QL;Livestock Primary;230;Ukraine;5510;Production;1058;Meat, chicken;Chickens;2016;tonnes;2562;Fc;Calculated data
QL;Livestock Primary;230;Ukraine;5510;Production;1058;Meat, chicken;Chickens;2017;tonnes;2546;Fc;Calculated data
QL;Livestock Primary;11;Austria;5510;Production;1069;Meat, duck;Ducks;2014;tonnes;2694;Fc;Calculated data
QL;Livestock Primary;11;Austria;5510;Production;1069;Meat, duck;Ducks;2015;tonnes;2852;Fc;Calculated data
QL;Livestock Primary;11;Austria;5510;Production;1069;Meat, duck;Ducks;2016;tonnes;2870;Fc;Calculated data
QL;Livestock Primary;11;Austria;5510;Production;1069;Meat, duck;Ducks;2017;tonnes;2959;Fc;Calculated data
QL;Livestock Primary;27;Bulgaria;5510;Production;1069;Meat, duck;Ducks;2014;tonnes;1210;Fc;Calculated data
QL;Livestock Primary;27;Bulgaria;5510;Production;1069;Meat, duck;Ducks;2015;tonnes;1321;Fc;Calculated data
QL;Livestock Primary;27;Bulgaria;5510;Production;1069;Meat, duck;Ducks;2016;tonnes;1527;Fc;Calculated data
QL;Livestock Primary;27;Bulgaria;5510;Production;1069;Meat, duck;Ducks;2017;tonnes;1485;Fc;Calculated data
QL;Livestock Primary;98;Croatia;5510;Production;1069;Meat, duck;Ducks;2014;tonnes;1610;Fc;Calculated data
QL;Livestock Primary;98;Croatia;5510;Production;1069;Meat, duck;Ducks;2015;tonnes;1639;Fc;Calculated data
QL;Livestock Primary;98;Croatia;5510;Production;1069;Meat, duck;Ducks;2016;tonnes;1625;Fc;Calculated data
QL;Livestock Primary;98;Croatia;5510;Production;1069;Meat, duck;Ducks;2017;tonnes;1406;Fc;Calculated data
QL;Livestock Primary;167;Czechia;5510;Production;1069;Meat, duck;Ducks;2014;tonnes;2296;Fc;Calculated data
QL;Livestock Primary;167;Czechia;5510;Production;1069;Meat, duck;Ducks;2015;tonnes;2188;Fc;Calculated data
QL;Livestock Primary;167;Czechia;5510;Production;1069;Meat, duck;Ducks;2016;tonnes;2191;Fc;Calculated data
QL;Livestock Primary;167;Czechia;5510;Production;1069;Meat, duck;Ducks;2017;tonnes;2185;Fc;Calculated data
QL;Livestock Primary;79;Germany;5510;Production;1069;Meat, duck;Ducks;2014;tonnes;2487;Fc;Calculated data
QL;Livestock Primary;79;Germany;5510;Production;1069;Meat, duck;Ducks;2015;tonnes;2462;Fc;Calculated data
QL;Livestock Primary;79;Germany;5510;Production;1069;Meat, duck;Ducks;2016;tonnes;2520;Fc;Calculated data
QL;Livestock Primary;79;Germany;5510;Production;1069;Meat, duck;Ducks;2017;tonnes;2553;Fc;Calculated data
QL;Livestock Primary;97;Hungary;5510;Production;1069;Meat, duck;Ducks;2014;tonnes;2912;Fc;Calculated data
QL;Livestock Primary;97;Hungary;5510;Production;1069;Meat, duck;Ducks;2015;tonnes;2997;Fc;Calculated data
QL;Livestock Primary;97;Hungary;5510;Production;1069;Meat, duck;Ducks;2016;tonnes;3049;Fc;Calculated data
QL;Livestock Primary;97;Hungary;5510;Production;1069;Meat, duck;Ducks;2017;tonnes;2980;Fc;Calculated data
QL;Livestock Primary;173;Poland;5510;Production;1069;Meat, duck;Ducks;2014;tonnes;1519;Fc;Calculated data
QL;Livestock Primary;173;Poland;5510;Production;1069;Meat, duck;Ducks;2015;tonnes;1661;Fc;Calculated data
QL;Livestock Primary;173;Poland;5510;Production;1069;Meat, duck;Ducks;2016;tonnes;1663;Fc;Calculated data
QL;Livestock Primary;173;Poland;5510;Production;1069;Meat, duck;Ducks;2017;tonnes;1666;Fc;Calculated data
QL;Livestock Primary;199;Slovakia;5510;Production;1069;Meat, duck;Ducks;2014;tonnes;65423;Fc;Calculated data
QL;Livestock Primary;199;Slovakia;5510;Production;1069;Meat, duck;Ducks;2015;tonnes;65789;Fc;Calculated data
QL;Livestock Primary;199;Slovakia;5510;Production;1069;Meat, duck;Ducks;2016;tonnes;67590;Fc;Calculated data
QL;Livestock Primary;199;Slovakia;5510;Production;1069;Meat, duck;Ducks;2017;tonnes;68650;Fc;Calculated data
QL;Livestock Primary;230;Ukraine;5510;Production;1069;Meat, duck;Ducks;2014;tonnes;27842;Fc;Calculated data
QL;Livestock Primary;230;Ukraine;5510;Production;1069;Meat, duck;Ducks;2015;tonnes;28098;Fc;Calculated data
QL;Livestock Primary;230;Ukraine;5510;Production;1069;Meat, duck;Ducks;2016;tonnes;28767;Fc;Calculated data
QL;Livestock Primary;230;Ukraine;5510;Production;1069;Meat, duck;Ducks;2017;tonnes;29253;Fc;Calculated data
QL;Livestock Primary;11;Austria;5510;Production;1163;Meat, game;Game;2014;tonnes;35908;Fc;Calculated data
QL;Livestock Primary;11;Austria;5510;Production;1163;Meat, game;Game;2015;tonnes;34805;Fc;Calculated data
QL;Livestock Primary;11;Austria;5510;Production;1163;Meat, game;Game;2016;tonnes;36883;Fc;Calculated data
QL;Livestock Primary;11;Austria;5510;Production;1163;Meat, game;Game;2017;tonnes;35683;Fc;Calculated data
QL;Livestock Primary;167;Czechia;5510;Production;1163;Meat, game;Game;2014;tonnes;40329;Fc;Calculated data
QL;Livestock Primary;167;Czechia;5510;Production;1163;Meat, game;Game;2015;tonnes;44771;Fc;Calculated data
QL;Livestock Primary;167;Czechia;5510;Production;1163;Meat, game;Game;2016;tonnes;45837;Fc;Calculated data
QL;Livestock Primary;167;Czechia;5510;Production;1163;Meat, game;Game;2017;tonnes;44686;Fc;Calculated data
QL;Livestock Primary;79;Germany;5510;Production;1163;Meat, game;Game;2014;tonnes;79128;Fc;Calculated data
QL;Livestock Primary;79;Germany;5510;Production;1163;Meat, game;Game;2015;tonnes;82173;Fc;Calculated data
QL;Livestock Primary;79;Germany;5510;Production;1163;Meat, game;Game;2016;tonnes;82790;Fc;Calculated data
QL;Livestock Primary;79;Germany;5510;Production;1163;Meat, game;Game;2017;tonnes;81032;Fc;Calculated data
QL;Livestock Primary;173;Poland;5510;Production;1163;Meat, game;Game;2014;tonnes;75413;Fc;Calculated data
QL;Livestock Primary;173;Poland;5510;Production;1163;Meat, game;Game;2015;tonnes;76283;Fc;Calculated data
QL;Livestock Primary;173;Poland;5510;Production;1163;Meat, game;Game;2016;tonnes;77465;Fc;Calculated data
QL;Livestock Primary;173;Poland;5510;Production;1163;Meat, game;Game;2017;tonnes;77795;Fc;Calculated data
QL;Livestock Primary;183;Romania;5510;Production;1163;Meat, game;Game;2014;tonnes;75176;Fc;Calculated data
QL;Livestock Primary;183;Romania;5510;Production;1163;Meat, game;Game;2015;tonnes;76130;Fc;Calculated data
QL;Livestock Primary;183;Romania;5510;Production;1163;Meat, game;Game;2016;tonnes;76729;Fc;Calculated data
QL;Livestock Primary;183;Romania;5510;Production;1163;Meat, game;Game;2017;tonnes;78616;Fc;Calculated data
QL;Livestock Primary;199;Slovakia;5510;Production;1163;Meat, game;Game;2014;tonnes;56208;Fc;Calculated data
QL;Livestock Primary;199;Slovakia;5510;Production;1163;Meat, game;Game;2015;tonnes;58073;Fc;Calculated data
QL;Livestock Primary;199;Slovakia;5510;Production;1163;Meat, game;Game;2016;tonnes;61721;Fc;Calculated data
QL;Livestock Primary;199;Slovakia;5510;Production;1163;Meat, game;Game;2017;tonnes;63567;Fc;Calculated data
QL;Livestock Primary;11;Austria;5510;Production;1017;Meat, goat;Goats;2014;tonnes;105;Fc;Calculated data
QL;Livestock Primary;11;Austria;5510;Production;1017;Meat, goat;Goats;2015;tonnes;102;Fc;Calculated data
QL;Livestock Primary;11;Austria;5510;Production;1017;Meat, goat;Goats;2016;tonnes;112;Fc;Calculated data
QL;Livestock Primary;11;Austria;5510;Production;1017;Meat, goat;Goats;2017;tonnes;103;Fc;Calculated data
QL;Livestock Primary;27;Bulgaria;5510;Production;1017;Meat, goat;Goats;2014;tonnes;180;Fc;Calculated data
QL;Livestock Primary;27;Bulgaria;5510;Production;1017;Meat, goat;Goats;2015;tonnes;180;Fc;Calculated data
QL;Livestock Primary;27;Bulgaria;5510;Production;1017;Meat, goat;Goats;2016;tonnes;180;Fc;Calculated data
QL;Livestock Primary;27;Bulgaria;5510;Production;1017;Meat, goat;Goats;2017;tonnes;180;Fc;Calculated data
QL;Livestock Primary;98;Croatia;5510;Production;1017;Meat, goat;Goats;2014;tonnes;87;Fc;Calculated data
QL;Livestock Primary;98;Croatia;5510;Production;1017;Meat, goat;Goats;2015;tonnes;87;Fc;Calculated data
QL;Livestock Primary;98;Croatia;5510;Production;1017;Meat, goat;Goats;2016;tonnes;86;Fc;Calculated data
QL;Livestock Primary;98;Croatia;5510;Production;1017;Meat, goat;Goats;2017;tonnes;82;Fc;Calculated data
QL;Livestock Primary;167;Czechia;5510;Production;1017;Meat, goat;Goats;2014;tonnes;180;Fc;Calculated data
QL;Livestock Primary;167;Czechia;5510;Production;1017;Meat, goat;Goats;2015;tonnes;187;Fc;Calculated data
QL;Livestock Primary;167;Czechia;5510;Production;1017;Meat, goat;Goats;2016;tonnes;180;Fc;Calculated data
QL;Livestock Primary;167;Czechia;5510;Production;1017;Meat, goat;Goats;2017;tonnes;180;Fc;Calculated data
QL;Livestock Primary;79;Germany;5510;Production;1017;Meat, goat;Goats;2014;tonnes;116;Fc;Calculated data
QL;Livestock Primary;79;Germany;5510;Production;1017;Meat, goat;Goats;2015;tonnes;118;Fc;Calculated data
QL;Livestock Primary;79;Germany;5510;Production;1017;Meat, goat;Goats;2016;tonnes;113;Fc;Calculated data
QL;Livestock Primary;79;Germany;5510;Production;1017;Meat, goat;Goats;2017;tonnes;123;Fc;Calculated data
QL;Livestock Primary;97;Hungary;5510;Production;1017;Meat, goat;Goats;2014;tonnes;101;Fc;Calculated data
QL;Livestock Primary;97;Hungary;5510;Production;1017;Meat, goat;Goats;2015;tonnes;103;Fc;Calculated data
QL;Livestock Primary;97;Hungary;5510;Production;1017;Meat, goat;Goats;2016;tonnes;100;Fc;Calculated data
QL;Livestock Primary;97;Hungary;5510;Production;1017;Meat, goat;Goats;2017;tonnes;97;Fc;Calculated data
QL;Livestock Primary;183;Romania;5510;Production;1017;Meat, goat;Goats;2014;tonnes;157;Fc;Calculated data
QL;Livestock Primary;183;Romania;5510;Production;1017;Meat, goat;Goats;2015;tonnes;146;Fc;Calculated data
QL;Livestock Primary;183;Romania;5510;Production;1017;Meat, goat;Goats;2016;tonnes;138;Fc;Calculated data
QL;Livestock Primary;183;Romania;5510;Production;1017;Meat, goat;Goats;2017;tonnes;119;Fc;Calculated data
QL;Livestock Primary;272;Serbia;5510;Production;1017;Meat, goat;Goats;2014;tonnes;86;Fc;Calculated data
QL;Livestock Primary;272;Serbia;5510;Production;1017;Meat, goat;Goats;2015;tonnes;86;Fc;Calculated data
QL;Livestock Primary;272;Serbia;5510;Production;1017;Meat, goat;Goats;2016;tonnes;86;Fc;Calculated data
QL;Livestock Primary;272;Serbia;5510;Production;1017;Meat, goat;Goats;2017;tonnes;119;Fc;Calculated data
QL;Livestock Primary;199;Slovakia;5510;Production;1017;Meat, goat;Goats;2014;tonnes;140;Fc;Calculated data
QL;Livestock Primary;199;Slovakia;5510;Production;1017;Meat, goat;Goats;2015;tonnes;143;Fc;Calculated data
QL;Livestock Primary;199;Slovakia;5510;Production;1017;Meat, goat;Goats;2016;tonnes;137;Fc;Calculated data
QL;Livestock Primary;199;Slovakia;5510;Production;1017;Meat, goat;Goats;2017;tonnes;138;Fc;Calculated data
QL;Livestock Primary;198;Slovenia;5510;Production;1017;Meat, goat;Goats;2014;tonnes;135;Fc;Calculated data
QL;Livestock Primary;198;Slovenia;5510;Production;1017;Meat, goat;Goats;2015;tonnes;135;Fc;Calculated data
QL;Livestock Primary;198;Slovenia;5510;Production;1017;Meat, goat;Goats;2016;tonnes;130;Fc;Calculated data
QL;Livestock Primary;198;Slovenia;5510;Production;1017;Meat, goat;Goats;2017;tonnes;156;Fc;Calculated data
QL;Livestock Primary;230;Ukraine;5510;Production;1017;Meat, goat;Goats;2014;tonnes;6347;Fc;Calculated data
QL;Livestock Primary;230;Ukraine;5510;Production;1017;Meat, goat;Goats;2015;tonnes;6532;Fc;Calculated data
QL;Livestock Primary;230;Ukraine;5510;Production;1017;Meat, goat;Goats;2016;tonnes;6573;Fc;Calculated data
QL;Livestock Primary;230;Ukraine;5510;Production;1017;Meat, goat;Goats;2017;tonnes;6597;Fc;Calculated data
QL;Livestock Primary;11;Austria;5510;Production;1073;Meat, goose and guinea fowl;Geese and guinea fowls;2014;tonnes;36719;Fc;Calculated data
QL;Livestock Primary;11;Austria;5510;Production;1073;Meat, goose and guinea fowl;Geese and guinea fowls;2015;tonnes;36659;Fc;Calculated data
QL;Livestock Primary;11;Austria;5510;Production;1073;Meat, goose and guinea fowl;Geese and guinea fowls;2016;tonnes;36125;Fc;Calculated data
QL;Livestock Primary;11;Austria;5510;Production;1073;Meat, goose and guinea fowl;Geese and guinea fowls;2017;tonnes;37003;Fc;Calculated data
QL;Livestock Primary;27;Bulgaria;5510;Production;1073;Meat, goose and guinea fowl;Geese and guinea fowls;2014;tonnes;35332;Fc;Calculated data
QL;Livestock Primary;27;Bulgaria;5510;Production;1073;Meat, goose and guinea fowl;Geese and guinea fowls;2015;tonnes;33715;Fc;Calculated data
QL;Livestock Primary;27;Bulgaria;5510;Production;1073;Meat, goose and guinea fowl;Geese and guinea fowls;2016;tonnes;33209;Fc;Calculated data
QL;Livestock Primary;27;Bulgaria;5510;Production;1073;Meat, goose and guinea fowl;Geese and guinea fowls;2017;tonnes;32310;Fc;Calculated data
QL;Livestock Primary;98;Croatia;5510;Production;1073;Meat, goose and guinea fowl;Geese and guinea fowls;2014;tonnes;33667;Fc;Calculated data
QL;Livestock Primary;98;Croatia;5510;Production;1073;Meat, goose and guinea fowl;Geese and guinea fowls;2015;tonnes;35812;Fc;Calculated data
QL;Livestock Primary;98;Croatia;5510;Production;1073;Meat, goose and guinea fowl;Geese and guinea fowls;2016;tonnes;36335;Fc;Calculated data
QL;Livestock Primary;98;Croatia;5510;Production;1073;Meat, goose and guinea fowl;Geese and guinea fowls;2017;tonnes;36097;Fc;Calculated data
QL;Livestock Primary;167;Czechia;5510;Production;1073;Meat, goose and guinea fowl;Geese and guinea fowls;2014;tonnes;64462;Fc;Calculated data
QL;Livestock Primary;167;Czechia;5510;Production;1073;Meat, goose and guinea fowl;Geese and guinea fowls;2015;tonnes;66305;Fc;Calculated data
QL;Livestock Primary;167;Czechia;5510;Production;1073;Meat, goose and guinea fowl;Geese and guinea fowls;2016;tonnes;68766;Fc;Calculated data
QL;Livestock Primary;167;Czechia;5510;Production;1073;Meat, goose and guinea fowl;Geese and guinea fowls;2017;tonnes;70379;Fc;Calculated data
QL;Livestock Primary;79;Germany;5510;Production;1073;Meat, goose and guinea fowl;Geese and guinea fowls;2014;tonnes;56272;Fc;Calculated data
QL;Livestock Primary;79;Germany;5510;Production;1073;Meat, goose and guinea fowl;Geese and guinea fowls;2015;tonnes;58473;Fc;Calculated data
QL;Livestock Primary;79;Germany;5510;Production;1073;Meat, goose and guinea fowl;Geese and guinea fowls;2016;tonnes;57576;Fc;Calculated data
QL;Livestock Primary;79;Germany;5510;Production;1073;Meat, goose and guinea fowl;Geese and guinea fowls;2017;tonnes;60145;Fc;Calculated data
QL;Livestock Primary;97;Hungary;5510;Production;1073;Meat, goose and guinea fowl;Geese and guinea fowls;2014;tonnes;45089;Fc;Calculated data
QL;Livestock Primary;97;Hungary;5510;Production;1073;Meat, goose and guinea fowl;Geese and guinea fowls;2015;tonnes;46421;Fc;Calculated data
QL;Livestock Primary;97;Hungary;5510;Production;1073;Meat, goose and guinea fowl;Geese and guinea fowls;2016;tonnes;47357;Fc;Calculated data
QL;Livestock Primary;97;Hungary;5510;Production;1073;Meat, goose and guinea fowl;Geese and guinea fowls;2017;tonnes;49201;Fc;Calculated data
QL;Livestock Primary;173;Poland;5510;Production;1073;Meat, goose and guinea fowl;Geese and guinea fowls;2014;tonnes;102;Fc;Calculated data
QL;Livestock Primary;173;Poland;5510;Production;1073;Meat, goose and guinea fowl;Geese and guinea fowls;2015;tonnes;103;Fc;Calculated data
QL;Livestock Primary;173;Poland;5510;Production;1073;Meat, goose and guinea fowl;Geese and guinea fowls;2016;tonnes;105;Fc;Calculated data
QL;Livestock Primary;173;Poland;5510;Production;1073;Meat, goose and guinea fowl;Geese and guinea fowls;2017;tonnes;108;Fc;Calculated data
QL;Livestock Primary;199;Slovakia;5510;Production;1073;Meat, goose and guinea fowl;Geese and guinea fowls;2014;tonnes;123;Fc;Calculated data
QL;Livestock Primary;199;Slovakia;5510;Production;1073;Meat, goose and guinea fowl;Geese and guinea fowls;2015;tonnes;129;Fc;Calculated data
QL;Livestock Primary;199;Slovakia;5510;Production;1073;Meat, goose and guinea fowl;Geese and guinea fowls;2016;tonnes;125;Fc;Calculated data
QL;Livestock Primary;199;Slovakia;5510;Production;1073;Meat, goose and guinea fowl;Geese and guinea fowls;2017;tonnes;125;Fc;Calculated data
QL;Livestock Primary;11;Austria;5510;Production;1097;Meat, horse;Horses;2014;tonnes;1971;Fc;Calculated data
QL;Livestock Primary;11;Austria;5510;Production;1097;Meat, horse;Horses;2015;tonnes;1993;Fc;Calculated data
QL;Livestock Primary;11;Austria;5510;Production;1097;Meat, horse;Horses;2016;tonnes;2030;Fc;Calculated data
